Player,Team,PTS_per_game,AST_per_game,FG_pct,TRB_per_game,BLK_per_game,STL_per_game,3P_pct,TOV_per_game,PF_per_game,Season
Martell Webster,MIN,9.8,1.2,0.447,3.2,0.2,0.6,0.417,1.3,2.2,2010-11
Landry Fields,NYK,9.7,1.9,0.497,6.4,0.2,1.0,0.393,1.3,1.4,2010-11
Francisco García,SAC,9.7,1.2,0.436,2.3,0.8,0.9,0.362,0.8,2.2,2010-11
Jordan Farmar,NJN,9.6,5.0,0.392,2.4,0.1,0.8,0.359,1.9,1.8,2010-11
Gerald Henderson,CHA,9.6,1.5,0.454,3.0,0.5,0.7,0.194,0.9,1.7,2010-11
Amir Johnson,TOR,9.6,1.1,0.568,6.4,1.2,0.7,0.0,1.0,3.7,2010-11
J.J. Barea,DAL,9.5,3.9,0.439,2.0,0.0,0.4,0.349,1.7,1.7,2010-11
Ersan İlyasova,MIL,9.5,0.9,0.436,6.1,0.4,0.9,0.298,1.1,2.7,2010-11
Greg Monroe,DET,9.4,1.3,0.551,7.5,0.6,1.2,0.0,1.0,2.5,2010-11
Jerryd Bayless,2TM,9.2,3.7,0.422,2.3,0.1,0.5,0.336,1.8,2.1,2010-11
Jerryd Bayless,NOH,4.5,2.5,0.347,1.4,0.1,0.2,0.214,1.5,1.5,2010-11
Jerryd Bayless,TOR,10.0,4.0,0.429,2.5,0.1,0.6,0.348,1.8,2.2,2010-11
Shaquille O'Neal,BOS,9.2,0.7,0.667,4.8,1.1,0.4,,1.5,3.2,2010-11
Travis Outlaw,NJN,9.2,1.0,0.375,4.0,0.4,0.4,0.302,0.9,1.8,2010-11
Sonny Weems,TOR,9.2,1.8,0.444,2.6,0.0,0.6,0.279,1.5,1.5,2010-11
Reggie Williams,GSW,9.2,1.5,0.469,2.7,0.0,0.4,0.423,0.7,1.6,2010-11
Darrell Arthur,MEM,9.1,0.7,0.497,4.3,0.8,0.7,0.0,1.1,2.9,2010-11
Brandon Rush,IND,9.1,0.9,0.421,3.2,0.5,0.6,0.417,1.0,1.6,2010-11
Anderson Varejão,CLE,9.1,1.5,0.528,9.7,1.2,0.9,0.0,1.3,2.8,2010-11
Wesley Johnson,MIN,9.0,1.9,0.397,3.0,0.7,0.7,0.356,1.2,2.1,2010-11
Jarrett Jack,2TM,8.9,2.9,0.408,2.1,0.1,0.7,0.306,1.3,1.2,2010-11
Jarrett Jack,TOR,10.8,4.5,0.393,3.2,0.0,1.1,0.167,2.6,1.9,2010-11
Jarrett Jack,NOH,8.5,2.6,0.412,1.9,0.1,0.6,0.345,1.1,1.1,2010-11
Tony Allen,MEM,8.9,1.4,0.51,2.7,0.6,1.8,0.174,1.2,2.2,2010-11
Darko Miličić,MIN,8.8,1.5,0.469,5.2,2.0,0.8,,2.2,3.3,2010-11
Jason Thompson,SAC,8.8,1.2,0.507,6.1,0.6,0.4,0.0,1.3,2.8,2010-11
Shannon Brown,LAL,8.7,1.2,0.425,1.9,0.2,0.8,0.349,0.9,1.5,2010-11
Willie Green,NOH,8.7,1.0,0.443,2.1,0.2,0.5,0.348,0.9,1.9,2010-11
Mike Bibby,3TM,8.6,3.3,0.431,2.4,0.1,0.6,0.44,1.3,2.2,2010-11
Mike Bibby,ATL,9.4,3.6,0.435,2.6,0.1,0.7,0.441,1.2,2.2,2010-11
Mike Bibby,WAS,1.0,4.0,0.111,1.5,0.0,0.5,0.0,0.5,1.5,2010-11
Mike Bibby,MIA,7.3,2.5,0.437,2.2,0.1,0.5,0.455,1.5,2.1,2010-11
Omri Casspi,SAC,8.6,1.0,0.412,4.3,0.2,0.8,0.372,1.0,1.6,2010-11
Rudy Fernández,POR,8.6,2.5,0.37,2.2,0.2,1.1,0.321,1.1,1.7,2010-11
Kenyon Martin,DEN,8.6,2.3,0.511,6.2,0.7,0.9,0.222,1.2,2.8,2010-11
Peja Stojaković,3TM,8.5,0.9,0.441,2.3,0.1,0.4,0.419,0.5,0.7,2010-11
Peja Stojaković,NOH,7.5,1.0,0.424,1.0,0.0,0.3,0.44,0.7,0.3,2010-11
Peja Stojaković,TOR,10.0,0.5,0.7,1.5,0.0,0.0,0.667,1.0,0.0,2010-11
Peja Stojaković,DAL,8.6,0.9,0.429,2.6,0.1,0.4,0.4,0.4,0.9,2010-11
Metta World Peace,LAL,8.5,2.1,0.397,3.3,0.4,1.5,0.356,1.1,2.2,2010-11
Rodrigue Beaubois,DAL,8.4,2.3,0.422,1.9,0.3,0.7,0.301,1.7,2.7,2010-11
Josh Howard,WAS,8.4,1.3,0.358,4.1,0.3,0.7,0.241,1.1,1.9,2010-11
Hakim Warrick,PHO,8.4,0.9,0.511,3.7,0.1,0.4,0.091,1.0,1.3,2010-11
DeJuan Blair,SAS,8.3,1.0,0.501,7.0,0.5,1.2,0.0,1.4,2.6,2010-11
Kyle Korver,CHI,8.3,1.5,0.434,1.8,0.2,0.4,0.415,0.7,1.9,2010-11
Courtney Lee,HOU,8.3,1.2,0.439,2.6,0.2,0.7,0.408,0.8,1.3,2010-11
Anthony Parker,CLE,8.3,3.0,0.399,3.0,0.1,0.9,0.379,1.1,1.5,2010-11
Nenad Krstić,2TM,8.1,0.4,0.511,4.7,0.4,0.4,,0.8,2.6,2010-11
Nenad Krstić,OKC,7.6,0.4,0.498,4.4,0.4,0.4,,0.7,2.3,2010-11
Nenad Krstić,BOS,9.1,0.3,0.537,5.3,0.3,0.3,,1.0,3.2,2010-11
Samuel Dalembert,SAC,8.1,0.8,0.473,8.2,1.5,0.5,0.0,1.7,2.8,2010-11
Corey Brewer,2TM,8.0,1.3,0.395,2.5,0.2,1.4,0.268,1.3,2.3,2010-11
Corey Brewer,MIN,8.6,1.4,0.384,2.7,0.3,1.6,0.263,1.4,2.4,2010-11
Corey Brewer,DAL,5.3,0.9,0.49,1.8,0.2,0.8,0.308,0.8,1.9,2010-11
Raja Bell,UTA,8.0,1.7,0.409,2.6,0.2,0.8,0.352,0.9,2.5,2010-11
Udonis Haslem,MIA,8.0,0.5,0.512,8.2,0.2,0.5,,1.1,3.0,2010-11
Tracy McGrady,DET,8.0,3.5,0.442,3.5,0.5,0.9,0.341,1.4,1.4,2010-11
Kwame Brown,CHA,7.9,0.7,0.517,6.8,0.6,0.4,,1.0,2.6,2010-11
Will Bynum,DET,7.9,3.2,0.448,1.2,0.1,0.9,0.32,1.4,1.9,2010-11
Chuck Hayes,HOU,7.9,2.7,0.527,8.1,0.7,1.1,0.0,1.2,2.7,2010-11
Jason Kidd,DAL,7.9,8.2,0.361,4.4,0.4,1.7,0.34,2.2,1.5,2010-11
Paul George,IND,7.8,1.1,0.453,3.7,0.4,1.0,0.297,1.1,2.1,2010-11
Samardo Samuels,CLE,7.8,0.5,0.456,4.3,0.5,0.4,0.0,1.4,2.4,2010-11
Ed Davis,TOR,7.7,0.6,0.576,7.1,1.0,0.6,,0.7,2.8,2010-11
Anthony Randolph,2TM,7.6,0.8,0.466,4.0,0.6,0.6,0.25,1.3,1.6,2010-11
Anthony Randolph,NYK,2.1,0.4,0.311,2.4,0.5,0.2,0.25,0.6,0.9,2010-11
Anthony Randolph,MIN,11.7,1.1,0.498,5.2,0.7,0.8,,1.9,2.0,2010-11
Shane Battier,2TM,7.6,2.3,0.45,4.5,1.0,0.8,0.382,1.0,1.9,2010-11
Shane Battier,HOU,8.6,2.6,0.456,4.8,1.2,0.9,0.391,1.1,2.2,2010-11
Shane Battier,MEM,5.0,1.4,0.426,4.0,0.4,0.7,0.333,0.7,1.3,2010-11
Goran Dragić,2TM,7.5,2.9,0.435,2.0,0.1,0.7,0.361,1.7,1.8,2010-11
Goran Dragić,PHO,7.4,3.1,0.421,1.8,0.1,0.8,0.277,2.0,1.9,2010-11
Goran Dragić,HOU,7.7,2.5,0.472,2.5,0.2,0.6,0.519,1.0,1.6,2010-11
Austin Daye,DET,7.5,1.1,0.41,3.8,0.5,0.5,0.401,0.8,2.3,2010-11
Al Thornton,2TM,7.4,0.9,0.476,3.0,0.2,0.5,0.154,0.9,2.0,2010-11
Al Thornton,WAS,8.0,1.0,0.471,3.2,0.2,0.6,0.16,0.9,2.1,2010-11
Al Thornton,GSW,6.0,0.5,0.49,2.6,0.1,0.3,0.0,0.9,1.8,2010-11
Josh McRoberts,IND,7.4,2.1,0.547,5.3,0.8,0.7,0.383,1.3,2.3,2010-11
Chris Wilcox,DET,7.4,0.8,0.581,4.8,0.3,0.5,0.0,0.8,2.5,2010-11
Matt Bonner,SAS,7.3,0.9,0.464,3.6,0.3,0.4,0.457,0.4,1.7,2010-11
Chris Douglas-Roberts,MIL,7.3,1.1,0.429,2.0,0.3,0.7,0.326,0.8,1.7,2010-11
Sam Young,MEM,7.3,0.9,0.472,2.4,0.3,0.9,0.34,0.8,1.5,2010-11
Mickaël Piétrus,2TM,7.2,0.6,0.392,2.2,0.4,0.5,0.36,0.7,1.8,2010-11
Mickaël Piétrus,ORL,6.7,0.5,0.391,2.6,0.2,0.5,0.391,0.7,1.8,2010-11
Mickaël Piétrus,PHO,7.4,0.6,0.392,2.0,0.5,0.5,0.342,0.7,1.7,2010-11
Earl Boykins,MIL,7.2,2.5,0.443,1.0,0.1,0.7,0.38,0.9,0.8,2010-11
Ryan Gomes,LAC,7.2,1.6,0.41,3.3,0.2,0.8,0.341,0.7,2.1,2010-11
Spencer Hawes,PHI,7.2,1.5,0.465,5.7,0.9,0.4,0.243,1.2,2.5,2010-11
Sebastian Telfair,MIN,7.2,3.0,0.402,1.5,0.1,0.7,0.359,1.7,1.7,2010-11
Evan Turner,PHI,7.2,2.0,0.425,3.9,0.2,0.6,0.318,1.0,1.8,2010-11
James Johnson,2TM,7.1,2.3,0.456,3.7,1.0,0.9,0.235,1.7,2.5,2010-11
James Johnson,CHI,3.2,1.1,0.415,1.8,0.7,0.6,0.222,1.4,1.9,2010-11
James Johnson,TOR,9.2,3.0,0.464,4.7,1.1,1.0,0.24,1.8,2.8,2010-11
Nazr Mohammed,2TM,7.1,0.3,0.522,4.9,0.7,0.4,0.0,0.9,2.5,2010-11
Nazr Mohammed,CHA,7.3,0.3,0.502,4.9,0.9,0.3,0.0,1.0,2.4,2010-11
Nazr Mohammed,OKC,6.9,0.3,0.573,4.8,0.4,0.7,,0.8,2.6,2010-11
Keyon Dooling,MIL,7.1,3.0,0.397,1.5,0.1,0.7,0.346,1.1,1.5,2010-11
Taj Gibson,CHI,7.1,0.7,0.466,5.7,1.3,0.5,0.125,0.9,2.5,2010-11
DeAndre Jordan,LAC,7.1,0.5,0.686,7.2,1.8,0.5,0.0,1.3,3.2,2010-11
Shawne Williams,NYK,7.1,0.7,0.426,3.7,0.8,0.6,0.401,0.7,2.6,2010-11
Christian Eyenga,CLE,6.9,0.8,0.425,2.8,0.6,0.8,0.275,1.1,1.8,2010-11
Derrick Favors,2TM,6.8,0.5,0.517,5.3,0.9,0.4,,1.0,3.2,2010-11
Derrick Favors,NJN,6.3,0.4,0.511,5.3,0.7,0.3,,1.0,3.3,2010-11
Derrick Favors,UTA,8.2,0.8,0.529,5.2,1.2,0.5,,1.0,2.9,2010-11
Nate Robinson,2TM,6.8,1.9,0.399,1.5,0.1,0.5,0.325,1.2,1.9,2010-11
Nate Robinson,BOS,7.1,1.9,0.404,1.6,0.1,0.5,0.328,1.2,1.9,2010-11
Nate Robinson,OKC,3.3,1.5,0.267,0.3,0.0,0.0,0.25,0.5,2.0,2010-11
Derek Fisher,LAL,6.8,2.7,0.389,1.9,0.1,1.2,0.396,0.9,2.3,2010-11
Matt Barnes,LAL,6.7,1.3,0.47,4.3,0.4,0.7,0.318,1.1,2.4,2010-11
Eric Bledsoe,LAC,6.7,3.6,0.424,2.8,0.3,1.1,0.276,2.4,1.6,2010-11
Luc Mbah a Moute,MIL,6.7,0.9,0.463,5.3,0.4,0.9,0.0,1.0,2.3,2010-11
Anthony Tolliver,MIN,6.7,1.3,0.45,4.5,0.4,0.4,0.409,0.8,2.2,2010-11
Jermaine Taylor,2TM,6.6,0.9,0.48,1.8,0.1,0.4,0.311,1.4,1.1,2010-11
Jermaine Taylor,HOU,4.9,0.3,0.5,1.1,0.3,0.3,0.4,0.8,0.5,2010-11
Jermaine Taylor,SAC,7.1,1.2,0.476,2.0,0.1,0.5,0.3,1.5,1.3,2010-11
Wayne Ellington,MIN,6.6,1.2,0.403,1.7,0.0,0.5,0.397,0.9,1.4,2010-11
Shaun Livingston,CHA,6.6,2.2,0.466,2.0,0.4,0.6,0.25,1.2,1.5,2010-11
Eddie House,MIA,6.5,1.1,0.399,1.6,0.1,0.6,0.389,0.5,1.2,2010-11
A.J. Price,IND,6.5,2.2,0.356,1.4,0.0,0.6,0.275,1.1,1.2,2010-11
Mario Chalmers,MIA,6.4,2.5,0.399,2.1,0.1,1.1,0.359,1.3,2.3,2010-11
Robin Lopez,PHO,6.4,0.1,0.501,3.2,0.7,0.3,,0.7,2.1,2010-11
Brad Miller,HOU,6.4,2.4,0.446,3.7,0.4,0.5,0.374,0.9,1.6,2010-11
Maurice Evans,2TM,6.3,0.6,0.417,2.1,0.2,0.5,0.329,0.5,1.8,2010-11
Maurice Evans,ATL,4.5,0.6,0.393,1.8,0.1,0.3,0.315,0.3,1.6,2010-11
Maurice Evans,WAS,9.7,0.6,0.439,2.8,0.3,0.7,0.346,0.7,2.1,2010-11
Dahntay Jones,IND,6.3,0.7,0.467,1.4,0.2,0.4,0.359,0.7,1.6,2010-11
Patrick Patterson,HOU,6.3,0.8,0.558,3.8,0.7,0.3,0.0,0.6,1.5,2010-11
Dante Cunningham,2TM,6.2,0.6,0.462,3.6,0.6,0.7,0.077,0.7,2.3,2010-11
Dante Cunningham,POR,5.1,0.5,0.433,3.4,0.6,0.7,0.0,0.6,2.5,2010-11
Dante Cunningham,CHA,9.0,0.6,0.508,4.0,0.5,0.7,0.111,0.8,1.7,2010-11
Ronnie Brewer,CHI,6.2,1.7,0.48,3.2,0.3,1.3,0.222,0.7,1.0,2010-11
Andrés Nocioni,PHI,6.1,0.8,0.426,3.1,0.3,0.3,0.356,0.9,1.9,2010-11
Kendrick Perkins,2TM,6.0,0.9,0.515,8.0,0.9,0.3,,1.9,3.1,2010-11
Kendrick Perkins,BOS,7.3,0.8,0.542,8.1,0.8,0.2,,2.1,3.1,2010-11
Kendrick Perkins,OKC,5.1,0.9,0.493,7.9,0.9,0.4,,1.8,3.2,2010-11
Alonzo Gee,3TM,5.9,0.7,0.458,3.3,0.3,0.7,0.333,1.0,1.7,2010-11
Alonzo Gee,SAS,0.4,0.0,0.333,0.6,0.4,0.0,,0.6,0.6,2010-11
Alonzo Gee,WAS,2.9,0.5,0.444,2.0,0.0,0.6,0.0,0.7,0.9,2010-11
Alonzo Gee,CLE,7.4,0.8,0.462,3.9,0.4,0.8,0.347,1.1,2.0,2010-11
Manny Harris,CLE,5.9,1.6,0.374,2.6,0.1,0.6,0.37,1.2,1.2,2010-11
James Jones,MIA,5.9,0.5,0.422,2.0,0.2,0.4,0.429,0.3,1.6,2010-11
Ike Diogu,LAC,5.8,0.1,0.561,3.2,0.1,0.1,,0.6,2.0,2010-11
Donté Greene,SAC,5.8,0.7,0.404,2.1,0.3,0.5,0.292,0.9,1.3,2010-11
D.J. White,2TM,5.7,0.4,0.507,3.4,0.4,0.3,0.0,0.3,1.6,2010-11
D.J. White,OKC,2.8,0.2,0.462,2.3,0.3,0.3,,0.3,1.3,2010-11
D.J. White,CHA,8.5,0.6,0.526,4.4,0.5,0.3,0.0,0.3,1.9,2010-11
Al-Farouq Aminu,LAC,5.6,0.7,0.394,3.3,0.3,0.7,0.315,1.3,1.5,2010-11
Chris Andersen,DEN,5.6,0.4,0.599,4.9,1.3,0.5,0.0,0.6,1.8,2010-11
Daequan Cook,OKC,5.6,0.5,0.436,1.7,0.0,0.3,0.422,0.4,1.2,2010-11
Luther Head,SAC,5.6,1.9,0.415,1.7,0.3,0.3,0.391,0.9,1.2,2010-11
Jordan Hill,HOU,5.6,0.4,0.491,4.3,0.7,0.2,0.0,0.9,2.2,2010-11
Yi Jianlian,WAS,5.6,0.4,0.418,3.9,0.5,0.4,0.231,0.8,1.8,2010-11
Mike Miller,MIA,5.6,1.2,0.401,4.5,0.0,0.5,0.364,1.0,2.1,2010-11
Kyle Weaver,UTA,5.6,1.4,0.36,2.0,0.4,0.4,0.429,1.4,0.6,2010-11
Delonte West,BOS,5.6,2.7,0.458,1.5,0.4,0.8,0.364,1.3,1.2,2010-11
Othyus Jeffers,2TM,5.5,1.2,0.477,3.9,0.0,1.0,0.25,0.8,1.9,2010-11
Othyus Jeffers,SAS,2.0,1.0,0.333,2.0,0.0,0.0,,1.0,1.0,2010-11
Othyus Jeffers,WAS,5.7,1.2,0.484,4.1,0.0,1.1,0.25,0.8,1.9,2010-11
Marquis Daniels,BOS,5.5,1.3,0.491,2.3,0.4,0.8,0.19,0.8,1.3,2010-11
Patty Mills,POR,5.5,1.7,0.412,0.8,0.0,0.4,0.353,1.0,1.0,2010-11
Nikola Peković,MIN,5.5,0.4,0.517,3.0,0.5,0.3,,1.4,2.8,2010-11
T.J. Ford,IND,5.4,3.4,0.386,2.0,0.2,0.9,0.188,1.5,1.7,2010-11
Gordon Hayward,UTA,5.4,1.1,0.485,1.9,0.3,0.4,0.473,1.0,1.5,2010-11
Jermaine O'Neal,BOS,5.4,0.5,0.459,3.7,1.3,0.1,0.0,1.1,2.7,2010-11
Craig Smith,LAC,5.4,0.6,0.553,2.4,0.1,0.3,0.0,0.7,1.8,2010-11
Marreese Speights,PHI,5.4,0.5,0.495,3.3,0.3,0.1,0.25,0.6,1.9,2010-11
Leon Powe,2TM,5.3,0.2,0.496,2.1,0.1,0.3,0.0,0.4,1.5,2010-11
Leon Powe,CLE,5.0,0.1,0.492,2.7,0.2,0.5,,0.4,1.4,2010-11
Leon Powe,MEM,5.5,0.3,0.5,1.6,0.1,0.2,0.0,0.4,1.5,2010-11
Trevor Booker,WAS,5.3,0.5,0.549,3.9,0.6,0.4,0.0,0.6,1.8,2010-11
Jonny Flynn,MIN,5.3,3.4,0.365,1.5,0.1,0.6,0.31,2.1,1.1,2010-11
Ryan Hollins,CLE,5.3,0.4,0.598,2.7,0.6,0.3,,1.0,2.8,2010-11
Antonio McDyess,SAS,5.3,1.2,0.491,5.4,0.5,0.5,0.0,1.0,2.2,2010-11
DeShawn Stevenson,DAL,5.3,1.1,0.388,1.5,0.1,0.3,0.378,0.6,1.0,2010-11
Gary Forbes,DEN,5.2,0.8,0.454,1.8,0.1,0.4,0.328,0.7,1.2,2010-11
Joey Graham,CLE,5.2,0.5,0.458,2.2,0.2,0.2,0.3,0.7,1.9,2010-11
Jeff Teague,ATL,5.2,2.0,0.438,1.5,0.4,0.6,0.375,0.9,1.2,2010-11
Danny Green,SAS,5.1,0.3,0.486,1.9,0.1,0.3,0.368,0.6,0.9,2010-11
Vladimir Radmanović,GSW,5.1,1.1,0.431,2.9,0.6,0.6,0.405,0.8,2.1,2010-11
Thabo Sefolosha,OKC,5.1,1.4,0.471,4.4,0.5,1.2,0.275,0.7,2.2,2010-11
Terrence Williams,2TM,5.0,1.8,0.374,2.4,0.0,0.4,0.273,1.6,1.2,2010-11
Terrence Williams,NJN,6.7,3.1,0.397,3.6,0.0,0.5,0.333,2.5,2.1,2010-11
Terrence Williams,HOU,3.5,0.6,0.333,1.4,0.0,0.4,0.2,0.7,0.4,2010-11
Andris Biedriņš,GSW,5.0,1.0,0.534,7.2,0.9,0.9,,1.0,3.4,2010-11
Josh Childress,PHO,5.0,0.8,0.565,2.9,0.4,0.6,0.063,0.8,1.3,2010-11
Zabian Dowdell,PHO,5.0,2.1,0.408,0.8,0.1,0.8,0.3,1.2,1.3,2010-11
Zydrunas Ilgauskas,MIA,5.0,0.4,0.508,4.0,0.8,0.3,0.0,0.7,2.6,2010-11
Mehmet Okur,UTA,4.9,1.5,0.355,2.3,0.3,0.3,0.313,0.5,1.4,2010-11
James Posey,IND,4.9,0.7,0.336,3.0,0.1,0.5,0.316,0.5,2.1,2010-11
Henry Walker,NYK,4.9,0.6,0.441,2.0,0.1,0.3,0.386,0.6,1.3,2010-11
C.J. Watson,CHI,4.9,2.3,0.371,1.1,0.1,0.7,0.393,0.9,1.0,2010-11
Carlos Arroyo,2TM,4.8,2.0,0.44,1.6,0.0,0.3,0.449,0.9,1.1,2010-11
Carlos Arroyo,MIA,5.6,2.0,0.458,1.6,0.0,0.3,0.438,0.9,1.2,2010-11
Carlos Arroyo,BOS,2.4,1.7,0.314,1.5,0.0,0.5,0.6,1.1,0.7,2010-11
Brian Cook,LAC,4.8,0.4,0.424,2.4,0.3,0.3,0.43,0.6,1.9,2010-11
Rasual Butler,2TM,4.7,0.6,0.333,1.6,0.3,0.2,0.338,0.5,0.8,2010-11
Rasual Butler,LAC,5.0,0.7,0.323,1.9,0.4,0.2,0.326,0.5,0.8,2010-11
Rasual Butler,CHI,2.7,0.0,0.545,0.2,0.0,0.0,0.571,0.3,0.5,2010-11
Rodney Carney,2TM,4.7,0.4,0.418,1.8,0.2,0.4,0.447,0.6,1.2,2010-11
Rodney Carney,GSW,5.0,0.4,0.421,1.9,0.2,0.4,0.459,0.6,1.3,2010-11
Rodney Carney,MEM,1.0,0.0,0.333,0.5,0.0,0.5,0.0,0.0,0.0,2010-11
Marcus Camby,POR,4.7,2.1,0.398,10.3,1.6,0.7,0.0,1.1,2.4,2010-11
Sundiata Gaines,3TM,4.6,1.8,0.4,1.6,0.0,0.7,0.237,1.1,1.0,2010-11
Sundiata Gaines,MIN,2.6,0.8,0.318,0.8,0.0,0.4,0.333,0.8,0.5,2010-11
Sundiata Gaines,TOR,5.8,1.8,0.429,1.3,0.2,0.7,0.2,1.3,1.7,2010-11
Sundiata Gaines,NJN,5.5,2.5,0.417,2.4,0.0,0.9,0.235,1.3,1.1,2010-11
Nick Collison,OKC,4.6,1.0,0.566,4.5,0.4,0.6,,0.8,3.0,2010-11
Tiago Splitter,SAS,4.6,0.4,0.529,3.4,0.3,0.5,0.0,0.5,1.5,2010-11
Shelden Williams,2TM,4.5,0.5,0.468,4.6,0.4,0.4,,0.7,2.1,2010-11
Shelden Williams,DEN,4.7,0.5,0.453,5.3,0.5,0.4,,0.9,2.2,2010-11
Shelden Williams,NYK,3.9,0.8,0.538,2.9,0.2,0.3,,0.4,2.0,2010-11
Keith Bogans,CHI,4.4,1.2,0.404,1.8,0.1,0.5,0.38,0.5,1.4,2010-11
Matt Carroll,CHA,4.4,0.4,0.447,1.3,0.1,0.3,0.37,0.4,0.8,2010-11
Reggie Evans,TOR,4.4,1.3,0.408,11.5,0.2,1.0,0.0,1.3,3.0,2010-11
Brendan Haywood,DAL,4.4,0.3,0.574,5.2,1.0,0.2,0.0,0.7,2.0,2010-11
Damion James,NJN,4.4,0.8,0.447,3.4,0.5,0.6,0.0,1.0,1.4,2010-11
Zaza Pachulia,ATL,4.4,0.7,0.461,4.2,0.3,0.4,,0.9,2.3,2010-11
Michael Redd,MIL,4.4,1.2,0.4,0.8,0.1,0.2,0.235,0.4,0.4,2010-11
Quentin Richardson,ORL,4.4,0.7,0.341,3.1,0.1,0.4,0.288,0.6,1.3,2010-11
Trey Johnson,2TM,4.3,1.4,0.364,0.9,0.1,0.1,0.333,0.6,1.5,2010-11
Trey Johnson,TOR,4.0,1.6,0.333,1.0,0.1,0.1,0.333,0.7,1.6,2010-11
Trey Johnson,LAL,6.0,0.0,0.667,0.0,0.0,0.0,,0.0,1.0,2010-11
Jamario Moon,2TM,4.3,0.9,0.407,2.8,0.6,0.5,0.309,0.4,1.1,2010-11
Jamario Moon,CLE,4.7,1.1,0.402,3.0,0.7,0.6,0.284,0.4,1.0,2010-11
Jamario Moon,LAC,3.5,0.4,0.424,2.5,0.3,0.2,0.393,0.3,1.4,2010-11
Lou Amundson,GSW,4.3,0.4,0.454,4.0,0.7,0.3,,0.5,1.9,2010-11
Xavier Henry,MEM,4.3,0.5,0.406,1.0,0.1,0.3,0.118,0.3,1.3,2010-11
Larry Sanders,MIL,4.3,0.3,0.433,3.0,1.2,0.4,,0.6,2.0,2010-11
Jason Smith,NOH,4.3,0.5,0.443,3.1,0.4,0.3,0.0,0.7,1.9,2010-11
Earl Watson,UTA,4.3,3.5,0.41,2.3,0.2,0.8,0.336,1.5,1.8,2010-11
Acie Law,2TM,4.2,1.6,0.435,1.2,0.0,0.6,0.167,0.8,1.2,2010-11
Acie Law,MEM,1.1,1.3,0.158,1.0,0.0,0.4,0.0,0.9,0.9,2010-11
Acie Law,GSW,5.1,1.8,0.467,1.3,0.0,0.7,0.2,0.8,1.3,2010-11
Alexis Ajinça,2TM,4.2,0.3,0.444,2.3,0.6,0.3,0.353,0.5,2.1,2010-11
Alexis Ajinça,DAL,2.9,0.2,0.375,1.7,0.5,0.3,0.429,0.1,1.3,2010-11
Alexis Ajinça,TOR,4.8,0.3,0.465,2.5,0.6,0.3,0.333,0.7,2.5,2010-11
Jason Maxiell,DET,4.2,0.3,0.492,3.0,0.4,0.4,,0.8,1.6,2010-11
Eric Maynor,OKC,4.2,2.9,0.402,1.5,0.1,0.4,0.385,0.9,1.2,2010-11
Ronny Turiaf,NYK,4.2,1.4,0.632,3.2,1.1,0.5,,0.6,2.5,2010-11
Eugene Jeter,SAC,4.1,2.6,0.409,1.1,0.0,0.5,0.2,0.8,0.9,2010-11
Josh Powell,ATL,4.1,0.4,0.452,2.5,0.1,0.1,0.0,1.0,1.4,2010-11
Kurt Thomas,CHI,4.1,1.2,0.511,5.8,0.8,0.6,1.0,0.8,3.2,2010-11
Ekpe Udoh,GSW,4.1,0.7,0.437,3.1,1.5,0.4,,0.8,2.5,2010-11
Semih Erden,2TM,4.0,0.5,0.559,2.9,0.6,0.4,,0.8,2.5,2010-11
Semih Erden,BOS,4.1,0.5,0.598,2.9,0.6,0.4,,0.9,2.5,2010-11
Semih Erden,CLE,3.3,0.3,0.286,2.8,0.8,0.5,,0.5,3.0,2010-11
Steve Blake,LAL,4.0,2.2,0.359,2.0,0.0,0.5,0.378,0.9,1.3,2010-11
Cartier Martin,WAS,4.0,0.3,0.39,1.4,0.1,0.3,0.394,0.3,1.0,2010-11
Jawad Williams,CLE,4.0,0.8,0.325,1.8,0.1,0.3,0.289,0.6,1.3,2010-11
Luke Harangody,2TM,3.9,0.6,0.383,2.9,0.3,0.3,0.242,0.3,1.6,2010-11
Luke Harangody,BOS,2.3,0.4,0.394,2.0,0.3,0.1,0.2,0.2,1.3,2010-11
Luke Harangody,CLE,6.2,1.0,0.378,4.2,0.5,0.5,0.25,0.5,2.1,2010-11
Earl Clark,2TM,3.9,0.2,0.43,2.4,0.4,0.2,0.0,0.7,1.1,2010-11
Earl Clark,PHO,3.2,0.4,0.387,1.9,0.3,0.1,,0.2,0.7,2010-11
Earl Clark,ORL,4.1,0.2,0.441,2.5,0.5,0.2,0.0,0.8,1.2,2010-11
Earl Barron,3TM,3.8,0.5,0.323,3.6,0.3,0.4,,0.8,2.2,2010-11
Earl Barron,PHO,3.0,0.3,0.235,3.3,0.3,0.5,,0.9,2.7,2010-11
Earl Barron,MIL,5.1,0.6,0.459,3.1,0.3,0.3,,0.3,1.4,2010-11
Earl Barron,POR,3.5,1.5,0.273,7.0,0.0,0.0,,1.5,2.0,2010-11
Derrick Brown,2TM,3.8,0.7,0.565,2.0,0.2,0.4,0.5,0.7,1.2,2010-11
Derrick Brown,CHA,3.7,0.7,0.549,2.0,0.2,0.4,0.333,0.7,1.2,2010-11
Derrick Brown,NYK,4.3,0.5,0.667,1.9,0.3,0.5,0.75,0.9,1.4,2010-11
Brandan Wright,2TM,3.8,0.3,0.513,2.4,0.5,0.3,,0.4,0.9,2010-11
