Feature,Importance
away_OBPM_p14,0.0008583947914022134
home_FG_pct_p9,0.0008582276654713742
away_ORB%_p3,0.0008582010014150624
home_DBPM_p9,0.0008577956003892534
away_MP_p1,0.000857663240686167
away_PTS_per_game_p8,0.0008573006930488096
home_TRB%_p9,0.0008571785402741892
away_FG_pct_p12,0.000856761209960869
home_TS%_p2,0.0008549335564984765
away_OBPM_p4,0.000854318847446181
away_OBPM_p7,0.0008536265957598276
home_TS%_p11,0.0008535649018036654
home_TOV%_p3,0.0008535207139512572
home_FTr_p6,0.0008528951147727695
away_FG_pct_p15,0.0008528775203821848
home_DBPM_p14,0.000852621081579076
away_AST_per_game_p3,0.0008511314465099618
away_TRB_per_game_p11,0.0008508007540541997
away_DBPM_p4,0.000850578178042367
away_PER_p14,0.0008502684162945305
away_3P_pct_p6,0.0008501820338001967
home_PTS_per_game_p1,0.000850088217240571
away_TOV%_p14,0.0008498264742067595
away_TRB_per_game_p1,0.0008496903254075925
away_TOV%_p8,0.0008490834468800133
away_OBPM_p13,0.0008486496930304909
home_AST%_p9,0.000848642013215397
home_OBPM_p6,0.0008472823309243413
home_DRB%_p5,0.0008466678040929237
away_BPM_p13,0.0008465014462931701
home_TOV%_p10,0.0008463601293256625
home_PER_p13,0.0008455690617099918
away_WS_p9,0.0008451895825846712
away_TRB%_p12,0.000845158047078004
away_TRB%_p9,0.0008447458673471102
away_G_p7,0.0008442345720333694
away_PTS_per_game_p13,0.0008441529616743217
home_PER_p14,0.000844038841966412
home_DRB%_p6,0.0008439471041209159
home_USG%_p14,0.000843870887779321
away_DRB%_p9,0.0008436487200784222
